Inventario_inicialID,Tienda,MarcaID,Descripcion,Tamaño,Cantidad_Ventas,Venta_Total,Precio_Unitario,Fecha_Venta,Volumen,Clasificacion,Impuesto,ProveedorID,Nombre_Proveedor,VentasID,Cantidad
1_HARDERSFIELD_31487,1,31487,Barefoot Bubbly Brut Cve,750mL,5,49.95,9.99,1/28/2016,750,2,0.56,3252,E & J GALLO WINERY         ,6488,1
1_HARDERSFIELD_31488,1,31488,Barefoot Chard Cal,750mL,1,4.99,4.99,1/1/2016,750,2,0.11,3252,E & J GALLO WINERY         ,6489,1
1_HARDERSFIELD_31488,1,31488,Barefoot Chard Cal,750mL,1,4.99,4.99,1/2/2016,750,2,0.11,3252,E & J GALLO WINERY         ,6490,1
1_HARDERSFIELD_31488,1,31488,Barefoot Chard Cal,750mL,2,12.58,6.29,1/9/2016,750,2,0.22,3252,E & J GALLO WINERY         ,6491,1
1_HARDERSFIELD_31488,1,31488,Barefoot Chard Cal,750mL,2,12.58,6.29,1/16/2016,750,2,0.22,3252,E & J GALLO WINERY         ,6492,1
1_HARDERSFIELD_31488,1,31488,Barefoot Chard Cal,750mL,1,6.29,6.29,1/17/2016,750,2,0.11,3252,E & J GALLO WINERY         ,6493,1
1_HARDERSFIELD_31488,1,31488,Barefoot Chard Cal,750mL,3,18.87,6.29,1/22/2016,750,2,0.34,3252,E & J GALLO WINERY         ,6494,1
1_HARDERSFIELD_31488,1,31488,Barefoot Chard Cal,750mL,1,6.29,6.29,1/23/2016,750,2,0.11,3252,E & J GALLO WINERY         ,6495,1
1_HARDERSFIELD_31488,1,31488,Barefoot Chard Cal,750mL,1,6.29,6.29,1/24/2016,750,2,0.11,3252,E & J GALLO WINERY         ,6496,1
1_HARDERSFIELD_31488,1,31488,Barefoot Chard Cal,750mL,1,6.29,6.29,1/26/2016,750,2,0.11,3252,E & J GALLO WINERY         ,6497,1
1_HARDERSFIELD_31488,1,31488,Barefoot Chard Cal,750mL,2,12.58,6.29,1/28/2016,750,2,0.22,3252,E & J GALLO WINERY         ,6498,1
1_HARDERSFIELD_31488,1,31488,Barefoot Chard Cal,750mL,17,106.93,6.29,1/29/2016,750,2,1.91,3252,E & J GALLO WINERY         ,6499,1
1_HARDERSFIELD_31488,1,31488,Barefoot Chard Cal,750mL,5,31.45,6.29,1/30/2016,750,2,0.56,3252,E & J GALLO WINERY         ,6500,1
1_HARDERSFIELD_31489,1,31489,Barefoot Chard Cal,1.5L,3,32.97,10.99,1/2/2016,1500,2,0.68,3252,E & J GALLO WINERY         ,6501,1
1_HARDERSFIELD_31489,1,31489,Barefoot Chard Cal,1.5L,4,43.96,10.99,1/3/2016,1500,2,0.9,3252,E & J GALLO WINERY         ,6502,1
1_HARDERSFIELD_31489,1,31489,Barefoot Chard Cal,1.5L,2,21.98,10.99,1/9/2016,1500,2,0.45,3252,E & J GALLO WINERY         ,6503,1
1_HARDERSFIELD_31489,1,31489,Barefoot Chard Cal,1.5L,4,43.96,10.99,1/11/2016,1500,2,0.9,3252,E & J GALLO WINERY         ,6504,1
1_HARDERSFIELD_31489,1,31489,Barefoot Chard Cal,1.5L,1,10.99,10.99,1/16/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,6505,1
1_HARDERSFIELD_31489,1,31489,Barefoot Chard Cal,1.5L,2,21.98,10.99,1/20/2016,1500,2,0.45,3252,E & J GALLO WINERY         ,6506,1
1_HARDERSFIELD_31489,1,31489,Barefoot Chard Cal,1.5L,1,10.99,10.99,1/21/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,6507,1
1_HARDERSFIELD_31489,1,31489,Barefoot Chard Cal,1.5L,1,10.99,10.99,1/23/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,6508,1
1_HARDERSFIELD_31489,1,31489,Barefoot Chard Cal,1.5L,2,21.98,10.99,1/24/2016,1500,2,0.45,3252,E & J GALLO WINERY         ,6509,1
1_HARDERSFIELD_31489,1,31489,Barefoot Chard Cal,1.5L,3,32.97,10.99,1/29/2016,1500,2,0.68,3252,E & J GALLO WINERY         ,6510,1
1_HARDERSFIELD_31493,1,31493,Barefoot Merlot Cal,750mL,1,6.29,6.29,1/8/2016,750,2,0.11,3252,E & J GALLO WINERY         ,6511,1
1_HARDERSFIELD_31493,1,31493,Barefoot Merlot Cal,750mL,1,6.29,6.29,1/13/2016,750,2,0.11,3252,E & J GALLO WINERY         ,6512,1
1_HARDERSFIELD_31493,1,31493,Barefoot Merlot Cal,750mL,2,12.58,6.29,1/22/2016,750,2,0.22,3252,E & J GALLO WINERY         ,6513,1
1_HARDERSFIELD_31493,1,31493,Barefoot Merlot Cal,750mL,2,12.58,6.29,1/23/2016,750,2,0.22,3252,E & J GALLO WINERY         ,6514,1
1_HARDERSFIELD_31493,1,31493,Barefoot Merlot Cal,750mL,2,12.58,6.29,1/29/2016,750,2,0.22,3252,E & J GALLO WINERY         ,6515,1
1_HARDERSFIELD_31493,1,31493,Barefoot Merlot Cal,750mL,2,12.58,6.29,1/30/2016,750,2,0.22,3252,E & J GALLO WINERY         ,6516,1
1_HARDERSFIELD_31494,1,31494,Barefoot Merlot Cal,1.5L,1,10.99,10.99,1/4/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,6517,1
1_HARDERSFIELD_31494,1,31494,Barefoot Merlot Cal,1.5L,2,21.98,10.99,1/11/2016,1500,2,0.45,3252,E & J GALLO WINERY         ,6518,1
1_HARDERSFIELD_31494,1,31494,Barefoot Merlot Cal,1.5L,1,10.99,10.99,1/12/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,6519,1
1_HARDERSFIELD_31494,1,31494,Barefoot Merlot Cal,1.5L,1,10.99,10.99,1/15/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,6520,1
1_HARDERSFIELD_31494,1,31494,Barefoot Merlot Cal,1.5L,2,21.98,10.99,1/18/2016,1500,2,0.45,3252,E & J GALLO WINERY         ,6521,1
1_HARDERSFIELD_31494,1,31494,Barefoot Merlot Cal,1.5L,6,65.94,10.99,1/22/2016,1500,2,1.35,3252,E & J GALLO WINERY         ,6522,1
1_HARDERSFIELD_31494,1,31494,Barefoot Merlot Cal,1.5L,2,21.98,10.99,1/23/2016,1500,2,0.45,3252,E & J GALLO WINERY         ,6523,1
1_HARDERSFIELD_31494,1,31494,Barefoot Merlot Cal,1.5L,1,10.99,10.99,1/27/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,6524,1
1_HARDERSFIELD_31494,1,31494,Barefoot Merlot Cal,1.5L,6,65.94,10.99,1/29/2016,1500,2,1.35,3252,E & J GALLO WINERY         ,6525,1
1_HARDERSFIELD_31497,1,31497,Barefoot Svgn Bl Cal,1.5L,2,21.98,10.99,1/6/2016,1500,2,0.45,3252,E & J GALLO WINERY         ,6526,1
1_HARDERSFIELD_31497,1,31497,Barefoot Svgn Bl Cal,1.5L,1,10.99,10.99,1/8/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,6527,1
1_HARDERSFIELD_31497,1,31497,Barefoot Svgn Bl Cal,1.5L,1,10.99,10.99,1/11/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,6528,1
1_HARDERSFIELD_31497,1,31497,Barefoot Svgn Bl Cal,1.5L,1,10.99,10.99,1/13/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,6529,1
1_HARDERSFIELD_31497,1,31497,Barefoot Svgn Bl Cal,1.5L,2,21.98,10.99,1/19/2016,1500,2,0.45,3252,E & J GALLO WINERY         ,6530,1
1_HARDERSFIELD_31497,1,31497,Barefoot Svgn Bl Cal,1.5L,1,10.99,10.99,1/21/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,6531,1
1_HARDERSFIELD_31497,1,31497,Barefoot Svgn Bl Cal,1.5L,2,21.98,10.99,1/23/2016,1500,2,0.45,3252,E & J GALLO WINERY         ,6532,1
1_HARDERSFIELD_31497,1,31497,Barefoot Svgn Bl Cal,1.5L,1,10.99,10.99,1/26/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,6533,1
1_HARDERSFIELD_31497,1,31497,Barefoot Svgn Bl Cal,1.5L,1,10.99,10.99,1/27/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,6534,1
1_HARDERSFIELD_31497,1,31497,Barefoot Svgn Bl Cal,1.5L,2,21.98,10.99,1/30/2016,1500,2,0.45,3252,E & J GALLO WINERY         ,6535,1
1_HARDERSFIELD_3150,1,3150,Svedka Mango Pineapple Vodka,750mL,2,21.98,10.99,1/7/2016,750,1,1.57,1392,CONSTELLATION BRANDS INC   ,6536,1
1_HARDERSFIELD_3150,1,3150,Svedka Mango Pineapple Vodka,750mL,2,21.98,10.99,1/8/2016,750,1,1.57,1392,CONSTELLATION BRANDS INC   ,6537,1
1_HARDERSFIELD_3150,1,3150,Svedka Mango Pineapple Vodka,750mL,1,10.99,10.99,1/12/2016,750,1,0.79,1392,CONSTELLATION BRANDS INC   ,6538,1
1_HARDERSFIELD_3150,1,3150,Svedka Mango Pineapple Vodka,750mL,1,10.99,10.99,1/13/2016,750,1,0.79,1392,CONSTELLATION BRANDS INC   ,6539,1
1_HARDERSFIELD_3150,1,3150,Svedka Mango Pineapple Vodka,750mL,2,21.98,10.99,1/15/2016,750,1,1.57,1392,CONSTELLATION BRANDS INC   ,6540,1
1_HARDERSFIELD_3150,1,3150,Svedka Mango Pineapple Vodka,750mL,1,10.99,10.99,1/18/2016,750,1,0.79,1392,CONSTELLATION BRANDS INC   ,6541,1
1_HARDERSFIELD_3150,1,3150,Svedka Mango Pineapple Vodka,750mL,1,10.99,10.99,1/22/2016,750,1,0.79,1392,CONSTELLATION BRANDS INC   ,6542,1
1_HARDERSFIELD_3150,1,3150,Svedka Mango Pineapple Vodka,750mL,1,10.99,10.99,1/23/2016,750,1,0.79,1392,CONSTELLATION BRANDS INC   ,6543,1
1_HARDERSFIELD_3150,1,3150,Svedka Mango Pineapple Vodka,750mL,1,10.99,10.99,1/26/2016,750,1,0.79,1392,CONSTELLATION BRANDS INC   ,6544,1
1_HARDERSFIELD_3150,1,3150,Svedka Mango Pineapple Vodka,750mL,1,10.99,10.99,1/29/2016,750,1,0.79,1392,CONSTELLATION BRANDS INC   ,6545,1
1_HARDERSFIELD_3150,1,3150,Svedka Mango Pineapple Vodka,750mL,1,10.99,10.99,1/30/2016,750,1,0.79,1392,CONSTELLATION BRANDS INC   ,6546,1
1_HARDERSFIELD_31500,1,31500,Barefoot Wh Znfdl Cal,750mL,2,12.58,6.29,1/9/2016,750,2,0.22,3252,E & J GALLO WINERY         ,6547,1
1_HARDERSFIELD_31500,1,31500,Barefoot Wh Znfdl Cal,750mL,3,18.87,6.29,1/22/2016,750,2,0.34,3252,E & J GALLO WINERY         ,6548,1
1_HARDERSFIELD_31500,1,31500,Barefoot Wh Znfdl Cal,750mL,2,12.58,6.29,1/29/2016,750,2,0.22,3252,E & J GALLO WINERY         ,6549,1
1_HARDERSFIELD_3153,1,3153,Rye Harbor Vodka,750mL,1,17.99,17.99,1/26/2016,750,1,0.79,653,STATE WINE & SPIRITS   ,6550,1
1_HARDERSFIELD_3153,1,3153,Rye Harbor Vodka,750mL,1,17.99,17.99,1/28/2016,750,1,0.79,653,STATE WINE & SPIRITS   ,6551,1
1_HARDERSFIELD_3154,1,3154,New Amsterdam Peach Vodka,750mL,1,9.99,9.99,1/6/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6552,1
1_HARDERSFIELD_3154,1,3154,New Amsterdam Peach Vodka,750mL,1,9.99,9.99,1/9/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6553,1
1_HARDERSFIELD_3154,1,3154,New Amsterdam Peach Vodka,750mL,1,9.99,9.99,1/14/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6554,1
1_HARDERSFIELD_3154,1,3154,New Amsterdam Peach Vodka,750mL,1,9.99,9.99,1/16/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6555,1
1_HARDERSFIELD_3154,1,3154,New Amsterdam Peach Vodka,750mL,2,19.98,9.99,1/20/2016,750,1,1.57,3252,E & J GALLO WINERY         ,6556,1
1_HARDERSFIELD_3154,1,3154,New Amsterdam Peach Vodka,750mL,2,19.98,9.99,1/24/2016,750,1,1.57,3252,E & J GALLO WINERY         ,6557,1
1_HARDERSFIELD_3154,1,3154,New Amsterdam Peach Vodka,750mL,4,39.96,9.99,1/29/2016,750,1,3.15,3252,E & J GALLO WINERY         ,6558,1
1_HARDERSFIELD_31541,1,31541,Morgan Winery Highland Chard,750mL,1,20.99,20.99,1/17/2016,750,2,0.11,10754,PERFECTA WINES             ,6559,1
1_HARDERSFIELD_31541,1,31541,Morgan Winery Highland Chard,750mL,2,41.98,20.99,1/23/2016,750,2,0.22,10754,PERFECTA WINES             ,6560,1
1_HARDERSFIELD_31542,1,31542,Morgan Winery Twelve Clones,750mL,1,27.99,27.99,1/10/2016,750,2,0.11,10754,PERFECTA WINES             ,6561,1
1_HARDERSFIELD_31542,1,31542,Morgan Winery Twelve Clones,750mL,1,27.99,27.99,1/30/2016,750,2,0.11,10754,PERFECTA WINES             ,6562,1
1_HARDERSFIELD_31558,1,31558,J Lohr Los Osos Merlot,750mL,2,31.98,15.99,1/18/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES,6563,1
1_HARDERSFIELD_31558,1,31558,J Lohr Los Osos Merlot,750mL,12,191.88,15.99,1/25/2016,750,2,1.35,4425,MARTIGNETTI COMPANIES,6564,1
1_HARDERSFIELD_31558,1,31558,J Lohr Los Osos Merlot,750mL,2,31.98,15.99,1/26/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES,6565,1
1_HARDERSFIELD_31558,1,31558,J Lohr Los Osos Merlot,750mL,4,63.96,15.99,1/29/2016,750,2,0.45,4425,MARTIGNETTI COMPANIES,6566,1
1_HARDERSFIELD_3158,1,3158,Pinnacle Tropical Punch,1.75L,2,33.98,16.99,1/2/2016,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    ,6567,1
1_HARDERSFIELD_3158,1,3158,Pinnacle Tropical Punch,1.75L,1,16.99,16.99,1/5/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,6568,1
1_HARDERSFIELD_3158,1,3158,Pinnacle Tropical Punch,1.75L,2,33.98,16.99,1/7/2016,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    ,6569,1
1_HARDERSFIELD_3158,1,3158,Pinnacle Tropical Punch,1.75L,1,16.99,16.99,1/9/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,6570,1
1_HARDERSFIELD_3158,1,3158,Pinnacle Tropical Punch,1.75L,2,33.98,16.99,1/12/2016,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    ,6571,1
1_HARDERSFIELD_3158,1,3158,Pinnacle Tropical Punch,1.75L,1,16.99,16.99,1/16/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,6572,1
1_HARDERSFIELD_3158,1,3158,Pinnacle Tropical Punch,1.75L,2,33.98,16.99,1/21/2016,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    ,6573,1
1_HARDERSFIELD_3158,1,3158,Pinnacle Tropical Punch,1.75L,2,33.98,16.99,1/24/2016,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    ,6574,1
1_HARDERSFIELD_3158,1,3158,Pinnacle Tropical Punch,1.75L,2,33.98,16.99,1/27/2016,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    ,6575,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,1,8.99,8.99,1/2/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6576,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,1,8.99,8.99,1/3/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6577,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,1,9.99,9.99,1/4/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6578,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,2,19.98,9.99,1/5/2016,750,1,1.57,3252,E & J GALLO WINERY         ,6579,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,1,9.99,9.99,1/7/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6580,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,1,9.99,9.99,1/8/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6581,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,1,9.99,9.99,1/9/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6582,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,1,9.99,9.99,1/10/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6583,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,2,19.98,9.99,1/12/2016,750,1,1.57,3252,E & J GALLO WINERY         ,6584,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,1,9.99,9.99,1/13/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6585,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,1,9.99,9.99,1/14/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6586,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,1,9.99,9.99,1/15/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6587,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,1,9.99,9.99,1/18/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6588,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,1,9.99,9.99,1/19/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6589,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,1,9.99,9.99,1/24/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6590,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,1,9.99,9.99,1/25/2016,750,1,0.79,3252,E & J GALLO WINERY         ,6591,1
1_HARDERSFIELD_3161,1,3161,New Amsterdam Red Berry,750mL,2,19.98,9.99,1/30/2016,750,1,1.57,3252,E & J GALLO WINERY         ,6592,1
1_HARDERSFIELD_31618,1,31618,Chartron La Fleur Brdx Whit,750mL,12,119.88,9.99,1/4/2016,750,2,1.35,9552,M S WALKER INC             ,6593,1
1_HARDERSFIELD_31618,1,31618,Chartron La Fleur Brdx Whit,750mL,1,9.99,9.99,1/5/2016,750,2,0.11,9552,M S WALKER INC             ,6594,1
1_HARDERSFIELD_31618,1,31618,Chartron La Fleur Brdx Whit,750mL,1,9.99,9.99,1/7/2016,750,2,0.11,9552,M S WALKER INC             ,6595,1
1_HARDERSFIELD_31618,1,31618,Chartron La Fleur Brdx Whit,750mL,1,9.99,9.99,1/9/2016,750,2,0.11,9552,M S WALKER INC             ,6596,1
1_HARDERSFIELD_31618,1,31618,Chartron La Fleur Brdx Whit,750mL,1,9.99,9.99,1/13/2016,750,2,0.11,9552,M S WALKER INC             ,6597,1
1_HARDERSFIELD_31618,1,31618,Chartron La Fleur Brdx Whit,750mL,1,9.99,9.99,1/14/2016,750,2,0.11,9552,M S WALKER INC             ,6598,1
1_HARDERSFIELD_31618,1,31618,Chartron La Fleur Brdx Whit,750mL,3,29.97,9.99,1/15/2016,750,2,0.34,9552,M S WALKER INC             ,6599,1
1_HARDERSFIELD_31618,1,31618,Chartron La Fleur Brdx Whit,750mL,3,29.97,9.99,1/23/2016,750,2,0.34,9552,M S WALKER INC             ,6600,1
1_HARDERSFIELD_31618,1,31618,Chartron La Fleur Brdx Whit,750mL,1,9.99,9.99,1/27/2016,750,2,0.11,9552,M S WALKER INC             ,6601,1
1_HARDERSFIELD_31618,1,31618,Chartron La Fleur Brdx Whit,750mL,1,9.99,9.99,1/28/2016,750,2,0.11,9552,M S WALKER INC             ,6602,1
1_HARDERSFIELD_31618,1,31618,Chartron La Fleur Brdx Whit,750mL,1,9.99,9.99,1/29/2016,750,2,0.11,9552,M S WALKER INC             ,6603,1
1_HARDERSFIELD_3162,1,3162,Burnett's Peach Vodka,50mL,3,2.97,0.99,1/5/2016,50,1,0.16,3924,HEAVEN HILL DISTILLERIES   ,6604,1
1_HARDERSFIELD_3162,1,3162,Burnett's Peach Vodka,50mL,4,3.96,0.99,1/6/2016,50,1,0.21,3924,HEAVEN HILL DISTILLERIES   ,6605,1
1_HARDERSFIELD_3162,1,3162,Burnett's Peach Vodka,50mL,3,2.97,0.99,1/7/2016,50,1,0.16,3924,HEAVEN HILL DISTILLERIES   ,6606,1
1_HARDERSFIELD_3162,1,3162,Burnett's Peach Vodka,50mL,9,8.91,0.99,1/22/2016,50,1,0.47,3924,HEAVEN HILL DISTILLERIES   ,6607,1
1_HARDERSFIELD_3162,1,3162,Burnett's Peach Vodka,50mL,1,0.99,0.99,1/23/2016,50,1,0.05,3924,HEAVEN HILL DISTILLERIES   ,6608,1
1_HARDERSFIELD_3162,1,3162,Burnett's Peach Vodka,50mL,4,3.96,0.99,1/29/2016,50,1,0.21,3924,HEAVEN HILL DISTILLERIES   ,6609,1
1_HARDERSFIELD_3162,1,3162,Burnett's Peach Vodka,50mL,4,3.96,0.99,1/30/2016,50,1,0.21,3924,HEAVEN HILL DISTILLERIES   ,6610,1
1_HARDERSFIELD_31621,1,31621,Novellum Chardonnay RSV VDP,750mL,3,38.97,12.99,1/8/2016,750,2,0.34,9552,M S WALKER INC             ,6611,1
1_HARDERSFIELD_31621,1,31621,Novellum Chardonnay RSV VDP,750mL,3,38.97,12.99,1/27/2016,750,2,0.34,9552,M S WALKER INC             ,6612,1
1_HARDERSFIELD_3168,1,3168,Belvedere UF Intense Vodka,750mL,1,29.99,29.99,1/8/2016,750,1,0.79,8112,MOET HENNESSY USA INC      ,6613,1
1_HARDERSFIELD_3168,1,3168,Belvedere UF Intense Vodka,750mL,1,29.99,29.99,1/21/2016,750,1,0.79,8112,MOET HENNESSY USA INC      ,6614,1
1_HARDERSFIELD_3168,1,3168,Belvedere UF Intense Vodka,750mL,1,29.99,29.99,1/26/2016,750,1,0.79,8112,MOET HENNESSY USA INC      ,6615,1
1_HARDERSFIELD_3168,1,3168,Belvedere UF Intense Vodka,750mL,1,29.99,29.99,1/27/2016,750,1,0.79,8112,MOET HENNESSY USA INC      ,6616,1
1_HARDERSFIELD_3172,1,3172,Skyy Infusions Blood Orange,750mL,1,12.99,12.99,1/2/2016,750,1,0.79,11567,CAMPARI AMERICA            ,6617,1
1_HARDERSFIELD_3172,1,3172,Skyy Infusions Blood Orange,750mL,1,12.99,12.99,1/3/2016,750,1,0.79,11567,CAMPARI AMERICA            ,6618,1
1_HARDERSFIELD_3172,1,3172,Skyy Infusions Blood Orange,750mL,1,15.99,15.99,1/4/2016,750,1,0.79,11567,CAMPARI AMERICA            ,6619,1
1_HARDERSFIELD_3172,1,3172,Skyy Infusions Blood Orange,750mL,1,15.99,15.99,1/9/2016,750,1,0.79,11567,CAMPARI AMERICA            ,6620,1
1_HARDERSFIELD_3172,1,3172,Skyy Infusions Blood Orange,750mL,1,15.99,15.99,1/12/2016,750,1,0.79,11567,CAMPARI AMERICA            ,6621,1
1_HARDERSFIELD_3172,1,3172,Skyy Infusions Blood Orange,750mL,1,15.99,15.99,1/24/2016,750,1,0.79,11567,CAMPARI AMERICA            ,6622,1
1_HARDERSFIELD_3172,1,3172,Skyy Infusions Blood Orange,750mL,1,15.99,15.99,1/30/2016,750,1,0.79,11567,CAMPARI AMERICA            ,6623,1
1_HARDERSFIELD_3172,1,3172,Skyy Infusions Blood Orange,750mL,1,15.99,15.99,1/31/2016,750,1,0.79,11567,CAMPARI AMERICA            ,6624,1
1_HARDERSFIELD_3174,1,3174,Cold River Vodka,750mL,2,59.98,29.99,1/1/2016,750,1,1.57,4425,MARTIGNETTI COMPANIES,6625,1
1_HARDERSFIELD_3174,1,3174,Cold River Vodka,750mL,2,69.98,34.99,1/4/2016,750,1,1.57,4425,MARTIGNETTI COMPANIES,6626,1
1_HARDERSFIELD_3176,1,3176,Smugglers Notch Vodka,750mL,1,27.99,27.99,1/2/2016,750,1,0.79,4425,MARTIGNETTI COMPANIES,6627,1
1_HARDERSFIELD_3176,1,3176,Smugglers Notch Vodka,750mL,1,27.99,27.99,1/7/2016,750,1,0.79,4425,MARTIGNETTI COMPANIES,6628,1
1_HARDERSFIELD_3176,1,3176,Smugglers Notch Vodka,750mL,1,27.99,27.99,1/9/2016,750,1,0.79,4425,MARTIGNETTI COMPANIES,6629,1
1_HARDERSFIELD_3176,1,3176,Smugglers Notch Vodka,750mL,1,27.99,27.99,1/30/2016,750,1,0.79,4425,MARTIGNETTI COMPANIES,6630,1
1_HARDERSFIELD_31796,1,31796,Gekkeikan Sake Haiku Prm Sel,750mL,1,10.99,10.99,1/2/2016,750,2,0.11,8320,SHAW ROSS INT L IMP LTD    ,6631,1
1_HARDERSFIELD_31796,1,31796,Gekkeikan Sake Haiku Prm Sel,750mL,4,43.96,10.99,1/8/2016,750,2,0.45,8320,SHAW ROSS INT L IMP LTD    ,6632,1
1_HARDERSFIELD_31796,1,31796,Gekkeikan Sake Haiku Prm Sel,750mL,8,87.92,10.99,1/19/2016,750,2,0.9,8320,SHAW ROSS INT L IMP LTD    ,6633,1
1_HARDERSFIELD_31796,1,31796,Gekkeikan Sake Haiku Prm Sel,750mL,9,98.91,10.99,1/29/2016,750,2,1.01,8320,SHAW ROSS INT L IMP LTD    ,6634,1
1_HARDERSFIELD_3180,1,3180,New Amsterdam Vodka,1.75L,2,33.98,16.99,1/2/2016,1750,1,3.67,3252,E & J GALLO WINERY         ,6635,1
1_HARDERSFIELD_3180,1,3180,New Amsterdam Vodka,1.75L,1,14.99,14.99,1/5/2016,1750,1,1.84,3252,E & J GALLO WINERY         ,6636,1
1_HARDERSFIELD_3180,1,3180,New Amsterdam Vodka,1.75L,4,59.96,14.99,1/7/2016,1750,1,7.35,3252,E & J GALLO WINERY         ,6637,1
1_HARDERSFIELD_3180,1,3180,New Amsterdam Vodka,1.75L,9,134.91,14.99,1/8/2016,1750,1,16.54,3252,E & J GALLO WINERY         ,6638,1
1_HARDERSFIELD_3180,1,3180,New Amsterdam Vodka,1.75L,5,74.95,14.99,1/9/2016,1750,1,9.19,3252,E & J GALLO WINERY         ,6639,1
1_HARDERSFIELD_3180,1,3180,New Amsterdam Vodka,1.75L,2,29.98,14.99,1/10/2016,1750,1,3.67,3252,E & J GALLO WINERY         ,6640,1
1_HARDERSFIELD_3180,1,3180,New Amsterdam Vodka,1.75L,5,74.95,14.99,1/11/2016,1750,1,9.19,3252,E & J GALLO WINERY         ,6641,1
1_HARDERSFIELD_3180,1,3180,New Amsterdam Vodka,1.75L,9,134.91,14.99,1/13/2016,1750,1,16.54,3252,E & J GALLO WINERY         ,6642,1
1_HARDERSFIELD_3180,1,3180,New Amsterdam Vodka,1.75L,3,44.97,14.99,1/16/2016,1750,1,5.51,3252,E & J GALLO WINERY         ,6643,1
1_HARDERSFIELD_3180,1,3180,New Amsterdam Vodka,1.75L,3,44.97,14.99,1/17/2016,1750,1,5.51,3252,E & J GALLO WINERY         ,6644,1
1_HARDERSFIELD_3180,1,3180,New Amsterdam Vodka,1.75L,4,59.96,14.99,1/18/2016,1750,1,7.35,3252,E & J GALLO WINERY         ,6645,1
1_HARDERSFIELD_3180,1,3180,New Amsterdam Vodka,1.75L,4,59.96,14.99,1/21/2016,1750,1,7.35,3252,E & J GALLO WINERY         ,6646,1
1_HARDERSFIELD_3180,1,3180,New Amsterdam Vodka,1.75L,5,74.95,14.99,1/23/2016,1750,1,9.19,3252,E & J GALLO WINERY         ,6647,1
